,BinaryAccuracy,Loss
0,0.90109,0.215751
1,0.9184144,0.16578323
2,0.9276493,0.14516273
3,0.928631,0.13956556
4,0.9309579,0.13490933
5,0.93135786,0.13487785
6,0.9316851,0.1325365
7,0.93295753,0.12983699
8,0.9324668,0.13032946
9,0.9329939,0.12849167
10,0.93424815,0.12875864
11,0.93403006,0.12710935
12,0.93453914,0.12814894
13,0.93510264,0.12667438
14,0.9354299,0.12591046
15,0.9342664,0.12709983
16,0.9355389,0.12439154
17,0.93537533,0.12504475
18,0.9366478,0.12280532
19,0.93682957,0.123212114
20,0.937084,0.12290698
21,0.9394291,0.1193954
22,0.939011,0.12202807
23,0.9390837,0.120958164
24,0.941047,0.11995764
25,0.9425558,0.116834894
26,0.9441374,0.1133907
27,0.94526446,0.11211612
28,0.94786394,0.10887848
29,0.949191,0.10677005
30,0.95053625,0.10387894
31,0.9523722,0.101220176
32,0.95346296,0.09813048
33,0.9553717,0.09472589
34,0.95909834,0.089421645
35,0.9601344,0.08676478
36,0.9639883,0.082819976
37,0.9653698,0.07844382
38,0.9679512,0.07435013
39,0.97065985,0.0691077
40,0.97122335,0.066131756
41,0.97389555,0.061288554
42,0.9766224,0.05604287
43,0.976586,0.055400215
44,0.9779676,0.051038574
45,0.9799309,0.048170365
46,0.9822213,0.04312512
47,0.98276675,0.042807825
48,0.9835666,0.041562315
49,0.9844392,0.03778043
50,0.9849118,0.037141606
51,0.9862752,0.033992816
52,0.9872568,0.032683127
53,0.9870386,0.03335444
54,0.9872567,0.032664683
55,0.98867464,0.029872637
56,0.9902381,0.025116304
57,0.9899837,0.025901634
58,0.9902563,0.025447452
59,0.9900199,0.026080986
60,0.9914743,0.021884106
61,0.99201953,0.02053579
62,0.99340117,0.018867727
63,0.9930376,0.019287283
64,0.9933648,0.018582184
65,0.9931285,0.0182231
66,0.99298304,0.019081686
67,0.9933647,0.017318062
68,0.9931103,0.017891314
69,0.9945828,0.016584504
70,0.9948918,0.015045789
71,0.99469185,0.015150914
72,0.9948554,0.0143002365
73,0.9951463,0.0139054535
74,0.9950736,0.013522913
75,0.99590987,0.012294617
76,0.99661875,0.010384419
77,0.9962915,0.01066176
78,0.99565524,0.012268093
79,0.9958189,0.011599378
80,0.9960189,0.011498245
81,0.9962552,0.011526036
82,0.996237,0.010385005
83,0.9962007,0.010766898
84,0.996237,0.010829331
85,0.9974004,0.007268726
86,0.9974186,0.0074524833
87,0.9970005,0.009185387
88,0.9965461,0.0093221795
89,0.9964552,0.009904642
90,0.99692774,0.0087888995
91,0.99705505,0.008317886
92,0.99649155,0.00977652
93,0.99745494,0.008022624
94,0.9976549,0.007435929
95,0.99683696,0.009228948
96,0.9973095,0.0075956443
97,0.99687326,0.009523239
98,0.9972914,0.0073817903
99,0.9979094,0.00660452
