,BinaryAccuracy,Loss
0,0.90639675,0.20719059
1,0.9288486,0.14627457
2,0.9381019,0.1271381
3,0.94344646,0.11716618
4,0.9495181,0.106964014
5,0.95942545,0.091231585
6,0.96618783,0.0753561
7,0.9738773,0.060354628
8,0.9805853,0.04751972
9,0.9836028,0.040642433
10,0.9853116,0.038480386
11,0.98732936,0.03268315
12,0.98941994,0.02850456
13,0.9910561,0.025390211
14,0.99287385,0.019384515
15,0.99209225,0.021471035
16,0.9931647,0.019076532
17,0.99550974,0.012768363
18,0.99287385,0.018764723
19,0.99411,0.016309392
20,0.9929466,0.020086762
21,0.9956007,0.012940216
22,0.99465543,0.014586699
23,0.99583703,0.011772299
24,0.9964733,0.010262686
25,0.99556446,0.012667832
26,0.9957644,0.012441975
27,0.9973458,0.007890873
28,0.9973458,0.0076829614
29,0.9971277,0.008429373
30,0.9970368,0.008428341
31,0.9976004,0.0065666423
32,0.99754584,0.0071443617
33,0.99750936,0.0070935125
34,0.99718225,0.008583695
35,0.9975095,0.0073927366
36,0.9971822,0.007817548
37,0.9960369,0.012528685
38,0.99550974,0.012902213
39,0.9974731,0.0072490172
40,0.99836385,0.005070115
41,0.9978186,0.0058453726
42,0.998073,0.00571872
43,0.99767315,0.0071019875
44,0.9979639,0.0059088846
45,0.9974731,0.007262031
46,0.99718225,0.0076993927
47,0.998073,0.005510201
48,0.99836385,0.004704102
49,0.99836385,0.0050013554
50,0.99876386,0.0036965641
51,0.99907285,0.002745681
52,0.99878204,0.003931538
53,0.998473,0.0044744373
54,0.99863654,0.004527688
55,0.99854565,0.0043104324
56,0.998382,0.004948428
57,0.9980548,0.0055208337
58,0.9986184,0.0041069323
59,0.9987456,0.003963856
60,0.99898195,0.0030364108
61,0.9986002,0.0042426856
62,0.9986184,0.0041486262
63,0.9987456,0.0036731723
64,0.99863654,0.004598559
65,0.9989092,0.0033373274
66,0.9988184,0.0034041416
67,0.9983821,0.004496646
68,0.9978186,0.0059875464
69,0.998164,0.0058693173
70,0.99872744,0.0037208144
71,0.99880016,0.0032338605
72,0.9990183,0.0027255511
73,0.9992546,0.0024488291
74,0.99923646,0.0022060315
75,0.9989275,0.003553655
76,0.99907285,0.0027223723
77,0.9989275,0.0034187243
78,0.9981276,0.005318765
79,0.9983457,0.0048552784
80,0.9983821,0.004606195
81,0.99841845,0.0044083707
82,0.99898195,0.0034437464
83,0.9991456,0.002593674
84,0.99880016,0.003284391
85,0.9988183,0.0037550468
86,0.9992546,0.0023760642
87,0.9992183,0.0024797802
88,0.9989273,0.0034803287
89,0.99880016,0.0035052896
90,0.99845475,0.0048322035
91,0.99834573,0.004619566
92,0.9986366,0.0038762302
93,0.99907285,0.0031543095
94,0.99876386,0.004395577
95,0.9987093,0.0037081123
96,0.998782,0.003507159
97,0.9986184,0.004415133
98,0.9986912,0.0041817334
99,0.998782,0.0036144517
