,BinaryAccuracy,BinaryPrecision,BinaryRecall,BinaryAUROC,BinaryF1Score,Loss
0,0.63187176,0.46629304,0.04585757,0.5079486,0.08300407,0.63861114
1,0.663231,0.6094309,0.2243171,0.5704156,0.3249578,0.6129572
2,0.6726295,0.60148436,0.31254983,0.5964843,0.41129223,0.6055269
3,0.67408377,0.5952794,0.34186202,0.60382956,0.4342351,0.6028054
4,0.67739236,0.6009151,0.35289162,0.608771,0.44453707,0.6009193
5,0.6785195,0.5998982,0.36466596,0.6121494,0.45346197,0.59997165
6,0.67917407,0.60140735,0.36536065,0.6128122,0.4545042,0.5992462
7,0.6783196,0.5957096,0.37614334,0.6144192,0.461089,0.59712344
8,0.68101007,0.6022635,0.3777823,0.6168872,0.4642957,0.5966426
9,0.68035567,0.5991017,0.38220334,0.6173059,0.46665066,0.59589976
10,0.6794467,0.59532607,0.3878681,0.6177875,0.469606,0.59550893
11,0.6813554,0.5996797,0.38910908,0.61955464,0.4718205,0.5943118
12,0.68370056,0.6036055,0.39512107,0.62267524,0.47756973,0.59296
13,0.684664,0.60525596,0.39820182,0.62408674,0.4801827,0.59246844
14,0.68220985,0.60017073,0.39442575,0.6213528,0.47588223,0.59238654
15,0.68584555,0.60472775,0.40838686,0.62717223,0.48744956,0.5905066
16,0.68475497,0.60322344,0.4046603,0.625524,0.48436046,0.59017926
17,0.6856639,0.60259753,0.4141994,0.6282581,0.49080768,0.59016407
18,0.68624556,0.60368174,0.41509372,0.6289061,0.49176592,0.5898612
19,0.6866819,0.60514355,0.41380158,0.62897635,0.49147692,0.5887567
20,0.68731827,0.6053134,0.41847187,0.630466,0.49479595,0.5881187
21,0.6881727,0.6042717,0.42835885,0.63323057,0.50130266,0.58660036
22,0.68895423,0.60682666,0.42587423,0.63332134,0.5004635,0.5856164
23,0.68957245,0.60717475,0.42955032,0.6345861,0.5031224,0.58579016
24,0.6896451,0.60681295,0.43153828,0.63506395,0.5042639,0.5849439
25,0.69260836,0.61126286,0.43948737,0.63908154,0.511297,0.5831474
26,0.68957245,0.60745114,0.42860729,0.63438684,0.5025891,0.5841665
27,0.69069946,0.60914004,0.4316875,0.6359269,0.5052614,0.5834634
28,0.69359004,0.61373067,0.4389402,0.6397396,0.5117649,0.58190614
29,0.69344455,0.61171806,0.44425726,0.64074975,0.51466167,0.58157825
30,0.69291735,0.61186916,0.43963566,0.63935626,0.5116091,0.5807335
31,0.6941717,0.6130887,0.44500145,0.64148015,0.51567286,0.579419
