,BinaryAccuracy,BinaryPrecision,BinaryRecall,BinaryAUROC,BinaryF1Score,Loss
32,0.6939899,0.6135944,0.44231957,0.64076984,0.51399404,0.57952183
33,0.6974258,0.6180396,0.45339832,0.6458219,0.5230095,0.5781352
34,0.6954261,0.61688554,0.4424185,0.64192307,0.5152537,0.57835925
35,0.69800746,0.61922896,0.45364746,0.6463335,0.52362174,0.57629985
36,0.69540787,0.6137771,0.45200747,0.6439367,0.52059615,0.577623
37,0.6964259,0.6158932,0.4527027,0.6448863,0.52182513,0.5763427
38,0.6973349,0.61838555,0.45141143,0.6453301,0.52184635,0.5756731
39,0.69958913,0.62124544,0.45871443,0.648652,0.5277187,0.5749609
40,0.6991528,0.6208307,0.45672685,0.64788747,0.52623415,0.57320154
41,0.7013889,0.6253535,0.45871526,0.6500716,0.5291686,0.5720831
42,0.7019342,0.6272632,0.45682698,0.650102,0.5286339,0.57057106
43,0.7005707,0.62291795,0.46050245,0.6498038,0.5294963,0.57087314
44,0.7022796,0.6253072,0.46487603,0.65207684,0.5332282,0.5697555
45,0.70257056,0.6271359,0.46159577,0.6516121,0.5317793,0.56900823
46,0.7050974,0.6292399,0.47237724,0.6558847,0.53963685,0.5660058
47,0.7029704,0.62653065,0.46601757,0.65286267,0.53444177,0.5666218
48,0.7079514,0.637458,0.46785632,0.6571792,0.5396308,0.5643979
49,0.70567906,0.63159716,0.46939564,0.6557127,0.5385264,0.5639706
50,0.70882404,0.6377005,0.4729236,0.65893877,0.5430624,0.56328964
51,0.7087151,0.6380905,0.4712345,0.6584958,0.5420458,0.561868
52,0.7118236,0.6424578,0.4788856,0.6625649,0.5487336,0.5590178
53,0.7138233,0.64597446,0.4822138,0.6648454,0.55218965,0.5579688
54,0.71287787,0.64347816,0.48256212,0.6641738,0.5514926,0.556343
55,0.7144777,0.646948,0.48370433,0.6656765,0.55352354,0.55454427
56,0.71440506,0.6458924,0.48564243,0.66602933,0.55436397,0.5546235
57,0.71544117,0.64634466,0.49095798,0.6679703,0.55799854,0.5524368
58,0.71840453,0.6522638,0.493443,0.67083263,0.56181717,0.5498198
59,0.7197497,0.6559738,0.4921506,0.67161995,0.56235147,0.5484649
60,0.72422165,0.6618105,0.5031312,0.6774686,0.5715874,0.544438
61,0.7237672,0.65994316,0.505565,0.6776247,0.57251865,0.5434877
62,0.7271849,0.6658164,0.51033485,0.68132854,0.57772076,0.5409178
63,0.7291664,0.6693075,0.5130681,0.6834692,0.58074445,0.53827536
64,0.73003894,0.6694991,0.51734066,0.6850606,0.58361703,0.5363384
65,0.7322386,0.6727746,0.521365,0.6876462,0.5873819,0.53395545
66,0.7340565,0.6776816,0.5203208,0.6888586,0.58858407,0.5309842
67,0.7324931,0.6742222,0.51957655,0.6874687,0.58682173,0.52986944
68,0.738565,0.6821743,0.53398395,0.69530314,0.59898186,0.5249527
69,0.7416917,0.68727815,0.53895235,0.6988194,0.6040838,0.5191721
70,0.7423643,0.68819946,0.5403432,0.6996438,0.6052753,0.5186674
71,0.7461275,0.69323164,0.5484415,0.70432377,0.61230344,0.5117115
72,0.74870884,0.69773406,0.5520189,0.7071157,0.6163416,0.50972444
73,0.7538716,0.7047137,0.5623527,0.71337223,0.6254059,0.50264394
74,0.75499874,0.70641154,0.5643896,0.71469176,0.6273279,0.5003707
75,0.7589618,0.7115619,0.5730344,0.71964467,0.6347737,0.4935816
76,0.761325,0.7157545,0.57566816,0.7220653,0.6379832,0.48940793
77,0.7666879,0.7218579,0.58833677,0.72897315,0.6481708,0.48553222
78,0.77032375,0.7270146,0.5952929,0.73331124,0.6544651,0.4776103
79,0.7720688,0.7283988,0.6000615,0.7356954,0.6579329,0.47347507
80,0.77635914,0.73265034,0.61109114,0.74141103,0.6662657,0.46834368
81,0.779995,0.73867625,0.61586136,0.74528694,0.6715858,0.4607865
82,0.78383076,0.74267,0.6251017,0.7502655,0.67867696,0.45771065
83,0.7860305,0.74523914,0.62992066,0.75301903,0.68263537,0.45367688
84,0.79339284,0.7562405,0.64159614,0.76129353,0.6941064,0.4415814
85,0.7970291,0.7609287,0.64825404,0.76556873,0.6999877,0.4329101
86,0.80250055,0.76620144,0.6608235,0.7725414,0.7094137,0.4260831
87,0.80493677,0.7698194,0.6649473,0.7753345,0.7134094,0.42167944
88,0.81013584,0.7762872,0.6746353,0.7814828,0.72175294,0.41504684
89,0.8147353,0.78369,0.6805973,0.7863704,0.7283824,0.40620774
90,0.8148078,0.7803184,0.68611187,0.7875937,0.7300745,0.40241003
91,0.82098883,0.78893197,0.6960479,0.7945687,0.7394541,0.39216024
92,0.8288604,0.798418,0.71105206,0.8039486,0.7520953,0.38101378
93,0.82891494,0.7975851,0.71234375,0.8042647,0.75245816,0.37695223
94,0.83571386,0.80688083,0.7230258,0.811885,0.7625077,0.3639396
95,0.83956784,0.8127869,0.72834206,0.81604815,0.76810944,0.35848776
96,0.84193134,0.81474906,0.73385656,0.81907797,0.77203196,0.35292462
97,0.8487848,0.8215798,0.7486117,0.8276022,0.78329915,0.33928663
98,0.8560384,0.83103496,0.76028776,0.83579123,0.79395074,0.3306838
99,0.857129,0.8315067,0.7633177,0.83729184,0.7958431,0.32438833
