,BinaryAccuracy,BinaryPrecision,BinaryRecall,BinaryAUROC,BinaryF1Score,Loss
0,0.62702,0.47950357,0.049609996,0.509099,0.08970046,0.642149
1,0.66056335,0.6132325,0.23543923,0.57374233,0.33959123,0.6169001
2,0.6677168,0.5988854,0.3208518,0.5968789,0.41775122,0.61033285
3,0.6723684,0.6021818,0.3493712,0.60640466,0.44210386,0.6065813
4,0.67184955,0.60094225,0.34857395,0.605829,0.44120932,0.60603815
5,0.67327654,0.5988465,0.36677316,0.6106813,0.45477396,0.60456276
6,0.6748332,0.6007553,0.37345403,0.61328435,0.46052933,0.6033996
7,0.6749815,0.59835905,0.3821794,0.6151841,0.4663818,0.6020273
8,0.6740178,0.6000367,0.36866808,0.6116582,0.45671254,0.60190356
9,0.6743699,0.5960202,0.38452387,0.6151767,0.46741253,0.6007036
10,0.6771312,0.60257345,0.38626906,0.6177305,0.47061855,0.6002692
11,0.67555594,0.59720623,0.39045653,0.61733186,0.47217464,0.59879625
12,0.67768717,0.60115707,0.3950442,0.61996496,0.4767235,0.59794194
13,0.68048555,0.6062619,0.4004286,0.62329125,0.4822808,0.5973878
14,0.6783914,0.60047495,0.40302214,0.62215483,0.48225012,0.59699976
15,0.679633,0.6016839,0.40880522,0.6243236,0.48676905,0.5964094
16,0.6797813,0.60141695,0.41080046,0.62484944,0.48806706,0.59601796
17,0.68063384,0.60367924,0.40995216,0.6253543,0.48824626,0.5947267
18,0.681338,0.60426503,0.4140405,0.6267495,0.49129444,0.5949325
19,0.68291324,0.606017,0.42002383,0.62922496,0.49613467,0.5933859
20,0.6831912,0.60616815,0.42151985,0.62975186,0.4972288,0.59324706
21,0.6845441,0.6098007,0.4200735,0.63053286,0.497434,0.59279287
22,0.6848406,0.6068212,0.4322895,0.6332637,0.50486505,0.5912714
23,0.6849518,0.6080725,0.42884937,0.6326496,0.5029024,0.5908317
24,0.68576723,0.60915935,0.43139228,0.63381803,0.50506973,0.5900954
25,0.6858599,0.6088813,0.433137,0.63424766,0.50611484,0.58955204
26,0.68669385,0.61025137,0.43473274,0.6352374,0.50773257,0.58769643
27,0.6864529,0.6098182,0.43448368,0.634995,0.5073865,0.588333
28,0.6886397,0.6137083,0.4379235,0.63743746,0.51110756,0.5868647
29,0.68978876,0.61454886,0.44365755,0.6395229,0.515293,0.58650047
30,0.68923277,0.6155559,0.43652806,0.6376246,0.5107665,0.5854202
31,0.68919575,0.612152,0.44714817,0.63976395,0.51676047,0.5850354
32,0.6892884,0.6125168,0.4466485,0.63973516,0.5165312,0.5847286
33,0.6926242,0.6208662,0.44445592,0.64194256,0.5180341,0.5839057
34,0.69255006,0.619148,0.44889313,0.6427895,0.5204212,0.5818233
35,0.6918273,0.617808,0.4480454,0.64204127,0.51939476,0.58313257
36,0.6934767,0.62038887,0.45168525,0.64409703,0.5227495,0.5810256
37,0.6937176,0.6184239,0.45951343,0.6458876,0.5272487,0.57981175
38,0.6952557,0.62391883,0.4534796,0.64587903,0.5251506,0.57925403
39,0.69486654,0.62181956,0.45732012,0.6463543,0.5269699,0.57786626
40,0.69484806,0.62198687,0.45667094,0.6462065,0.5265955,0.578024
41,0.69534844,0.62483823,0.45138612,0.6455255,0.5241036,0.57590544
42,0.69709045,0.62535715,0.46150732,0.64897865,0.5310493,0.5767295
