,BinaryAccuracy,BinaryPrecision,BinaryRecall,BinaryAUROC,BinaryF1Score,Loss
0,0.6901636,0.28908554,0.033504274,0.49948108,0.06004902,0.6041491
1,0.7049081,0.56,0.0047863247,0.50160486,0.009491526,0.5758878
2,0.7109675,0.56363636,0.09538461,0.53221285,0.1631579,0.5648393
3,0.7130883,0.55134475,0.15418804,0.55079335,0.24098317,0.5605358
4,0.7144011,0.55089194,0.17948718,0.55907136,0.27075812,0.55963016
5,0.71722883,0.56073856,0.19726495,0.5662403,0.29185635,0.5586296
6,0.7178348,0.5671795,0.18905982,0.56428766,0.28358975,0.5566769
7,0.71833974,0.56028366,0.21606837,0.57248884,0.31186774,0.55491686
8,0.7125833,0.53816426,0.19042735,0.56095827,0.28131312,0.5552787
9,0.71833974,0.5642722,0.20410256,0.56901413,0.29977405,0.5531676
10,0.71500707,0.5485391,0.19897436,0.5651601,0.29202208,0.5539834
11,0.7203595,0.571298,0.21367522,0.57322717,0.31102264,0.5519337
12,0.7215714,0.5763636,0.21675214,0.5749806,0.31503105,0.5528761
13,0.72025853,0.57345974,0.20683761,0.57117003,0.3040201,0.5521041
14,0.72096545,0.5758427,0.21025641,0.57266444,0.30803907,0.5494542
15,0.7215714,0.57821226,0.21230769,0.57369006,0.31057763,0.55027413
16,0.7216724,0.58492464,0.19897436,0.56988996,0.29693878,0.5515195
17,0.71904665,0.56266433,0.21948718,0.57398325,0.31578946,0.55051357
18,0.7186427,0.56489265,0.20683761,0.5700234,0.3028028,0.5491666
19,0.7235912,0.58318585,0.22529915,0.5788958,0.32503083,0.54986084
20,0.7235912,0.57952625,0.23418804,0.581477,0.33357683,0.54772305
21,0.7216724,0.569662,0.23623931,0.58071107,0.33397776,0.5457842
22,0.7206625,0.56765956,0.22803418,0.57761174,0.32536584,0.5464921
23,0.7242981,0.5794621,0.24307692,0.58455986,0.34248555,0.5452182
24,0.72500503,0.5810594,0.24752137,0.5863521,0.34715897,0.54637164
25,0.7248031,0.585034,0.23521368,0.5826348,0.33552793,0.5447038
26,0.7235912,0.5741325,0.2488889,0.5857458,0.3472454,0.5449586
27,0.72399515,0.5812183,0.23487179,0.58196217,0.33455077,0.54404235
28,0.72490406,0.57894737,0.25196582,0.58757097,0.35111958,0.54406196
29,0.7273278,0.5913891,0.2488889,0.5883974,0.35033685,0.5432692
30,0.7234902,0.581517,0.22803418,0.57961833,0.32760313,0.5445827
31,0.7264189,0.59045225,0.24102564,0.5854691,0.3423161,0.5418946
32,0.7269239,0.5896188,0.248547,0.5880115,0.34968734,0.5399997
33,0.7267219,0.587251,0.25196582,0.58886087,0.35263157,0.54049605
34,0.73005456,0.5984375,0.26188034,0.5941049,0.36432818,0.53882647
35,0.7334882,0.6059259,0.2796581,0.60170376,0.38269007,0.5377069
36,0.7299535,0.6038048,0.24957265,0.5904592,0.35316885,0.5375289
37,0.7330842,0.6053812,0.2769231,0.6006229,0.38001406,0.53761685
38,0.72702485,0.58795565,0.25367522,0.5895723,0.35443038,0.5376212
39,0.7322763,0.60163206,0.27726495,0.60014886,0.3795928,0.5355438
40,0.73055947,0.6014207,0.26051283,0.5940661,0.36354962,0.5340207
41,0.7306605,0.59984523,0.26495728,0.59542835,0.36755988,0.53524673
42,0.7320743,0.59770113,0.28444445,0.60209036,0.38545287,0.5343222
43,0.73096347,0.5914506,0.288547,0.60249335,0.38786766,0.53192973
44,0.73247826,0.6100478,0.26153848,0.59572554,0.3661163,0.5310284
45,0.7342961,0.6060606,0.2871795,0.60446113,0.38970077,0.5318289
46,0.7332862,0.6034985,0.2830769,0.6025532,0.38538516,0.5291161
47,0.7333872,0.59972006,0.29299146,0.60550386,0.393661,0.5297207
48,0.73550797,0.6125,0.2847863,0.6046263,0.38879815,0.52938634
49,0.73389214,0.5995879,0.29846153,0.60745066,0.39853916,0.5277948
50,0.73853767,0.62068963,0.29538462,0.6098537,0.40027797,0.52441585
51,0.73591197,0.60915494,0.2957265,0.6080897,0.3981588,0.52145666
52,0.7402545,0.61588967,0.32068375,0.6184184,0.4217626,0.5229828
53,0.7368208,0.6114605,0.2991453,0.60972744,0.40174472,0.52402806
54,0.7420723,0.6276669,0.31179488,0.6171272,0.4166286,0.52092063
55,0.73904264,0.610356,0.32239315,0.61805487,0.42192394,0.52118754
56,0.74096143,0.61612904,0.32649574,0.6206078,0.42681563,0.52050245
57,0.7405575,0.61710525,0.32068375,0.6186334,0.42204726,0.5200266
58,0.7483337,0.6414108,0.3357265,0.6285197,0.44075403,0.5174041
59,0.7421733,0.6270492,0.31384614,0.61779445,0.4183185,0.5186697
60,0.7490406,0.64492756,0.33470085,0.6287235,0.44069323,0.5157285
61,0.7471218,0.6423259,0.32478634,0.6244828,0.431426,0.51291984
62,0.75035346,0.64308274,0.34803417,0.6335269,0.45164153,0.51161593
63,0.7518683,0.64772725,0.35076922,0.6353961,0.4550898,0.5091458
64,0.7495456,0.6405559,0.34666666,0.6325565,0.4498669,0.507131
65,0.74964654,0.64221936,0.3442735,0.6319333,0.44825283,0.5056718
66,0.74873763,0.63546187,0.35042736,0.63307524,0.45174086,0.5075184
67,0.7541911,0.6503368,0.36307693,0.6406183,0.46599385,0.5012782
68,0.7575237,0.66334164,0.36376068,0.64318174,0.46986088,0.49698302
69,0.75550395,0.65272725,0.36820513,0.64303905,0.47081968,0.49964166
70,0.7608564,0.6684815,0.37777779,0.649617,0.48274356,0.4952915
71,0.7656029,0.675174,0.3979487,0.6588425,0.50075287,0.48897672
72,0.76115936,0.6666667,0.382906,0.6513211,0.48642778,0.49042514
73,0.76378506,0.66897345,0.3965812,0.65715545,0.49796093,0.49039266
74,0.76449203,0.6747201,0.391453,0.6561679,0.49545652,0.484793
75,0.7683296,0.67402095,0.41777778,0.66653544,0.51582944,0.47870582
76,0.7723692,0.6875349,0.42051283,0.6701962,0.5218498,0.4780252
77,0.77317715,0.682233,0.4345299,0.67483985,0.5309106,0.47055125
78,0.7735811,0.68919665,0.42529914,0.6724461,0.52600425,0.47061056
79,0.78095335,0.71,0.4369231,0.68105286,0.5409524,0.46645024
80,0.7831751,0.70452154,0.45811966,0.68878466,0.5552103,0.46201614
81,0.7810543,0.6970328,0.45777777,0.6871804,0.5526207,0.4613991
82,0.78398305,0.7079365,0.4574359,0.68915933,0.55576324,0.45431253
83,0.78590184,0.70379746,0.47521368,0.69568336,0.56734693,0.45272672
84,0.7958998,0.726,0.49641025,0.70893323,0.5896447,0.44085577
85,0.78963846,0.7075937,0.4905983,0.7028024,0.5794468,0.44531617
86,0.7987275,0.7293307,0.50666666,0.7139181,0.5979423,0.43584272
87,0.80307007,0.73676544,0.5186325,0.72047436,0.608748,0.42678323
88,0.80145425,0.7319787,0.51726496,0.7189306,0.6061699,0.4243868
89,0.80852354,0.744418,0.5357265,0.729308,0.62306166,0.41667676
90,0.8065037,0.7358579,0.5381197,0.7285696,0.62164295,0.41628015
91,0.8164007,0.754717,0.5606838,0.742145,0.6433896,0.40289575
92,0.8192284,0.7564392,0.5723077,0.74752694,0.65161544,0.39977458
93,0.82518685,0.76843524,0.5842735,0.7552298,0.66381824,0.39195555
94,0.82518685,0.76795334,0.58495724,0.7554283,0.6640792,0.3918046
95,0.82427794,0.7557186,0.59863245,0.7587544,0.6680656,0.38379902
96,0.833569,0.7814015,0.60615385,0.7675316,0.6827108,0.37698647
97,0.83417493,0.7723991,0.62188035,0.77252823,0.68901515,0.37282282
98,0.83750755,0.78095645,0.62529916,0.7758859,0.694513,0.3637419
99,0.84639466,0.79846936,0.6420513,0.78705686,0.71176803,0.34720367
