,BinaryAccuracy,BinaryPrecision,BinaryRecall,BinaryAUROC,BinaryF1Score,Loss
0,0.65478694,0.37829986,0.022292627,0.5004692,0.041327465,0.6261488
1,0.67484,0.61180186,0.119642854,0.5393813,0.19440433,0.60033333
2,0.68517864,0.5928999,0.22557601,0.57304347,0.3255452,0.5930379
3,0.68558836,0.5796536,0.2596198,0.5816593,0.35845184,0.58982766
4,0.6870708,0.5806856,0.27355993,0.58618116,0.37186003,0.5893527
5,0.68880695,0.58223784,0.28715438,0.59081054,0.38454032,0.5874853
6,0.68861187,0.58250374,0.2843318,0.5899743,0.38205665,0.586419
7,0.68820214,0.5786217,0.29170507,0.5914636,0.3877923,0.58488214
8,0.6898018,0.58150935,0.29959676,0.5945985,0.39538187,0.5850857
9,0.6898213,0.58258075,0.2964862,0.59385425,0.39295554,0.5838076
10,0.69303995,0.5904514,0.30552998,0.59849405,0.4026599,0.582368
11,0.6932935,0.5918228,0.3042051,0.59836257,0.40178838,0.58236754
12,0.69225967,0.58592474,0.3108871,0.59921116,0.40618306,0.5812603
13,0.69181097,0.5846263,0.3110023,0.59890014,0.40593967,0.5812023
14,0.6924547,0.5862056,0.31198156,0.5996257,0.40712374,0.5805422
15,0.69436634,0.5891636,0.3218894,0.6034883,0.41627917,0.57947844
16,0.6926693,0.58625257,0.31440094,0.60037816,0.40924162,0.57958704
17,0.69625854,0.595701,0.3205645,0.60459554,0.41679654,0.5784241
18,0.6967267,0.59454507,0.32845622,0.606875,0.42313942,0.5770449
19,0.6957904,0.59245634,0.32580644,0.6055206,0.42038697,0.5769481
20,0.69621956,0.5975958,0.3154378,0.6033152,0.41276017,0.5767212
21,0.6968048,0.59176445,0.3375,0.60914046,0.42979544,0.57647276
22,0.698697,0.59942734,0.33248848,0.60934824,0.42767906,0.5750867
23,0.6996723,0.6004504,0.3385369,0.6115614,0.43285018,0.5745517
24,0.6986969,0.59858567,0.33502308,0.6099666,0.4295389,0.57477623
25,0.6987165,0.5964486,0.34101382,0.6114431,0.43386453,0.57352024
26,0.70076466,0.6023058,0.34268433,0.6133991,0.43680534,0.57224447
27,0.69926256,0.59706277,0.34429723,0.6126571,0.4367199,0.57246304
28,0.7005891,0.59762824,0.3543779,0.6161194,0.44488773,0.5710526
29,0.701701,0.601946,0.35178572,0.61632764,0.4440301,0.5709313
30,0.70172054,0.60146654,0.35362905,0.616792,0.4453106,0.5704692
31,0.70283234,0.6002457,0.3667051,0.620823,0.45524448,0.5690133
32,0.7040223,0.60368955,0.3669355,0.62177885,0.4563783,0.568272
33,0.7039248,0.6037556,0.36578342,0.621424,0.45552522,0.56768227
34,0.70439285,0.60538673,0.36538017,0.6216795,0.45564348,0.5665976
35,0.7040613,0.6033675,0.36826038,0.6221315,0.4572944,0.56625855
36,0.7059925,0.60664004,0.375,0.6252359,0.4634169,0.56642973
37,0.70607054,0.60872775,0.36964282,0.623988,0.45995528,0.5656129
38,0.7054268,0.60730726,0.36797234,0.6230937,0.45816976,0.5646062
39,0.7077676,0.61137426,0.3761521,0.62685907,0.46573916,0.5630523
40,0.70944524,0.61640966,0.37603688,0.62809926,0.4671002,0.5624881
41,0.7076505,0.6095224,0.38041475,0.6278106,0.46841565,0.56153077
42,0.70704585,0.60929716,0.37603685,0.62628525,0.46501502,0.5611285
43,0.70878196,0.6111453,0.38502306,0.6297903,0.47236046,0.5594672
44,0.7115519,0.61691463,0.39141703,0.6334444,0.47887912,0.5592474
45,0.7112399,0.6169409,0.38853687,0.6325058,0.47678012,0.5577783
46,0.7137173,0.6229466,0.3921659,0.63526416,0.48114905,0.5563146
47,0.7135026,0.6235191,0.3887097,0.63425875,0.47881132,0.5555164
48,0.7121957,0.61858356,0.39182028,0.63402957,0.4797039,0.5554447
49,0.7138927,0.6204259,0.39994237,0.6372942,0.48630777,0.554074
50,0.7168187,0.6275604,0.4029378,0.64023715,0.49072856,0.5531274
51,0.7159214,0.62580574,0.4008065,0.63903874,0.48857322,0.5516958
52,0.7172674,0.6277257,0.40576038,0.64126503,0.4928669,0.5496653
53,0.71638954,0.62618285,0.40328342,0.639997,0.49057943,0.5499568
54,0.719062,0.6310996,0.41002306,0.64366186,0.49706593,0.54936254
55,0.7215199,0.6364223,0.41445857,0.64660215,0.5019561,0.54708886
56,0.7215394,0.63606375,0.41532254,0.6468277,0.50250643,0.5466037
57,0.72329503,0.641723,0.4141705,0.64787406,0.50335103,0.5442923
58,0.72407526,0.6441814,0.41353685,0.6483091,0.503678,0.54306257
59,0.72481644,0.6430634,0.42131338,0.65076685,0.50901306,0.54091024
60,0.7278011,0.64575905,0.434735,0.656298,0.5195429,0.5373891
61,0.7279962,0.649582,0.4269585,0.65454817,0.5151691,0.53819907
62,0.72844476,0.6454853,0.4393433,0.65790904,0.5227932,0.5354377
63,0.73156583,0.65486914,0.43807608,0.6599593,0.5249071,0.5335778
64,0.7329119,0.6563486,0.44302994,0.66218567,0.52879614,0.5302957
65,0.73300934,0.6564285,0.4436636,0.66241395,0.52941877,0.52824366
66,0.7353503,0.6611229,0.4483295,0.6653221,0.5342609,0.5269275
67,0.73977834,0.6689595,0.4580645,0.67104495,0.543677,0.5207136
68,0.73987573,0.6651788,0.46664748,0.67321277,0.5484916,0.51969165
69,0.7437382,0.6744506,0.4701613,0.6769901,0.5540536,0.5174612
70,0.74403065,0.6744202,0.471659,0.67757666,0.55502164,0.513261
71,0.7462351,0.6775,0.4781682,0.6808314,0.56059396,0.5119893
72,0.7495121,0.68086684,0.48980418,0.68614787,0.56967,0.50789243
73,0.7533745,0.68814933,0.49660143,0.6907264,0.57684094,0.5027069
74,0.7554813,0.69033474,0.50391704,0.6941039,0.5825241,0.4992363
75,0.75688565,0.69391835,0.50408983,0.6952079,0.5838364,0.4960217
76,0.76111865,0.6998666,0.51532257,0.7011487,0.5934514,0.4928175
77,0.7625621,0.700796,0.521083,0.70364547,0.5976829,0.48699945
78,0.76541024,0.70495325,0.5282258,0.70754135,0.603874,0.48431492
79,0.7697993,0.7140393,0.5339286,0.7122509,0.61094093,0.47832114
80,0.7700917,0.71092373,0.540553,0.7140883,0.6140909,0.4756468
81,0.77705586,0.7218156,0.5555876,0.7230214,0.62782604,0.4680232
82,0.7810547,0.7270792,0.5653226,0.72841984,0.6360225,0.46161526
83,0.7837661,0.730993,0.5714862,0.7319735,0.64139575,0.45484823
84,0.786497,0.7325855,0.58145154,0.7364695,0.6482473,0.45129603
85,0.7912177,0.7404424,0.58986175,0.7420904,0.65652657,0.4440078
86,0.79494363,0.7449463,0.5993087,0.7472121,0.6641046,0.43905893
87,0.8017513,0.7537305,0.6153226,0.75626606,0.677458,0.43008623
88,0.80514574,0.7588331,0.6221198,0.76049066,0.6836084,0.42444816
89,0.80809104,0.76350343,0.6273618,0.7639963,0.68872064,0.41596007
90,0.81113416,0.76518524,0.6375,0.7687705,0.69544804,0.41252717
91,0.81642056,0.77232885,0.6485023,0.77545154,0.70489705,0.4016719
92,0.8215703,0.77807564,0.6614055,0.782493,0.7149614,0.3943666
93,0.82488644,0.7843531,0.6654378,0.7859839,0.71987593,0.38726655
94,0.8284562,0.7863897,0.6769009,0.79147947,0.7274496,0.3810533
95,0.8348545,0.7973286,0.68657833,0.7986778,0.7377603,0.37093297
96,0.8382683,0.8003152,0.6958525,0.80352145,0.74438965,0.36157146
97,0.84413975,0.8078672,0.7078341,0.81088364,0.7545178,0.35492325
98,0.8477681,0.81306714,0.71428573,0.8152007,0.76039475,0.34687874
99,0.8512403,0.8151717,0.7246544,0.8203556,0.76719505,0.34023294
