,MulticlassAccuracy,Loss
0,0.33567712,0.7391308
1,0.3938747,0.64252913
2,0.42835414,0.58948404
3,0.45384523,0.5544704
4,0.48279023,0.5141733
5,0.51578456,0.46694478
6,0.55287534,0.419313
7,0.5870867,0.38951254
8,0.6540893,0.32425037
9,0.6711795,0.31206673
10,0.7332933,0.24848375
11,0.78481174,0.21581593
12,0.7889131,0.19721752
13,0.84476346,0.16953224
14,0.8731365,0.13143183
15,0.89193106,0.12834089
16,0.90610635,0.1019364
17,0.91390693,0.11040114
18,0.9424788,0.0710825
19,0.9329706,0.09098446
20,0.9363151,0.07252423
21,0.9344771,0.08444029
22,0.9643904,0.048810408
23,0.9597297,0.0571271
24,0.9703478,0.05484262
25,0.97644746,0.043021638
26,0.95703554,0.06103286
27,0.96244913,0.04699067
28,0.98846906,0.02420129
29,0.977192,0.031745292
30,0.92085695,0.07057538
31,0.9748626,0.033755638
32,0.9702424,0.052840307
33,0.9690467,0.03876518
34,0.9821869,0.037334416
35,0.9850878,0.023033438
36,0.97483265,0.03574969
37,0.989558,0.021360382
38,0.9854752,0.021529978
39,0.9934017,0.018712211
40,0.9863038,0.020471744
41,0.9826383,0.032738
42,0.9700762,0.05044153
43,0.987791,0.016248057
44,0.9928268,0.018952707
45,0.9950911,0.012398693
46,0.9951061,0.014179717
47,0.9946611,0.012172397
48,0.99596167,0.0061174585
49,0.9943046,0.013697359
50,0.97088075,0.032275848
51,0.95697534,0.056298405
52,0.9754311,0.033204406
53,0.97077936,0.05018619
54,0.9898053,0.020581722
55,0.9943248,0.012326097
56,0.9937998,0.008370449
57,0.99701154,0.004257769
58,0.9955461,0.002701258
59,0.99961436,0.0014691105
60,0.99732566,0.00930144
61,0.98379374,0.020877093
62,0.98110276,0.02835346
63,0.98405206,0.020228898
64,0.97918403,0.027856495
65,0.9883379,0.018849393
66,0.99590874,0.008455917
67,0.99737144,0.004815919
68,0.98476183,0.03145186
69,0.96135986,0.042520337
70,0.9908689,0.013277983
71,0.9787126,0.037406605
72,0.98589903,0.0209824
73,0.98554647,0.021520363
74,0.9822723,0.025169475
75,0.97810024,0.027476586
76,0.9935813,0.008758356
77,0.9844567,0.018769477
78,0.9840693,0.015492282
79,0.97000086,0.040273476
80,0.9828254,0.018539924
81,0.9826897,0.019017665
82,0.98723245,0.020283977
83,0.9953703,0.009398396
84,0.98425424,0.029088845
85,0.9950125,0.01008796
86,0.99976903,0.0015448661
87,0.99944913,0.0019375423
88,0.9841475,0.020722823
89,0.986355,0.032992873
90,0.9721882,0.03798769
91,0.9934732,0.014626065
92,0.992973,0.006277467
93,0.9974336,0.006424841
94,0.9989999,0.0027891933
95,0.9995285,0.00094059366
96,0.99982315,0.0009595605
97,0.99983525,0.0005936458
98,0.99981296,0.0007986521
99,0.9915065,0.021167919
