,plane,car,bird,cat,deer,dog,frog,horse,ship,truck,epoch_loss
86,0.4222222222222222,0.40636363636363637,0.305,0.116,0.279,0.395,0.455,0.335,0.366,0.221,1.951020757580797
87,0.3977777777777778,0.40454545454545454,0.186,0.18,0.522,0.284,0.306,0.32,0.259,0.369,1.9488215499122938
88,0.2811111111111111,0.44181818181818183,0.253,0.211,0.342,0.263,0.294,0.272,0.31,0.584,1.9567746107379596
89,0.37,0.45545454545454545,0.336,0.342,0.287,0.308,0.417,0.293,0.26,0.136,1.9508394030034542
90,0.2388888888888889,0.4481818181818182,0.185,0.151,0.437,0.363,0.491,0.379,0.31,0.245,1.9552923539876939
91,0.3788888888888889,0.59,0.142,0.258,0.389,0.163,0.482,0.409,0.256,0.168,1.9529658064196507
92,0.3622222222222222,0.3245454545454545,0.237,0.296,0.232,0.297,0.416,0.241,0.358,0.559,1.9513284860004982
93,0.5033333333333333,0.3718181818181818,0.215,0.26,0.223,0.23,0.62,0.292,0.265,0.314,1.9590495520979165
94,0.17888888888888888,0.4263636363636364,0.218,0.218,0.478,0.342,0.468,0.314,0.336,0.327,1.9558969565803805
95,0.2911111111111111,0.41454545454545455,0.189,0.386,0.214,0.164,0.538,0.481,0.384,0.275,1.9539429332812628
96,0.24888888888888888,0.24181818181818182,0.236,0.395,0.33,0.243,0.418,0.253,0.471,0.503,1.9531936189333599
97,0.4477777777777778,0.3509090909090909,0.259,0.228,0.238,0.375,0.513,0.384,0.223,0.345,1.9509945490981142
98,0.2877777777777778,0.2681818181818182,0.204,0.248,0.335,0.159,0.6,0.434,0.391,0.474,1.9535639355580012
99,0.05333333333333334,0.38636363636363635,0.443,0.087,0.244,0.256,0.593,0.275,0.473,0.372,1.9488874317854643
